index,medicament,avis_clean
7398,neo,j ai debute le traitement fin mi decembre avec des bons resultats au debut car au debut janvier j ai eu une urticaire terrible et mon foie n a pas supporte le traitement j ai arrete le medicament depuis une semaine je dois faire des prises de sang pour controler le foie et voir la possibilite de debuter un nouveau traitement avec un autre medicament sinon le medecin m a parle de l ablation je trouve que c est un peu rapide ma maladie de basedow a ete detecte fin novembre quels autres molecules ont peu prendre avec la maladie de basedow merci de vos conseils
7399,neo,traitement qui fonctionne cependant surveiller au bout de 3 4 semaines de prise j ai eu une reaction allergique des crises d urticaire donc je ne peux plus prendre ce medicament
7400,neo,cela fait 7 ans que je prends a dose plus ou moins importante de 10ml jrs a 2 5 jr ce medicament car rechute systematique apres quelques semaines d arret j aimerai bien savoir si cela est problematique car mon endocrino me tanne pour une ablation de la thyroide ce que je ne veux pas
7401,neo,medecin arrete le traitement trop d effets indesirables
7402,neo,miracle apres 6 semaines de traitement a dose degressive pour etre aujourd hui a 10 mmg les symptomes ont fortement diminue j attends la prochaine prise de sang et le rendez vous chez l endocrinienne
7403,neo,ne pas hesiter a diminuer le dosage en fonction des resultats d analyse concernant le foie
7404,neo,bonjour je suis sous neo mercazole 20mg pdt un mois puis 10 mg depuis 3 semaines soit 7 semaines au total et j ai depuis trois semaines d enormes bouffees de chaleur que je n avais pas avant et qui me gache les nuits et egalement des envies d uriner beaucoup plus frequentes vous pensez que c est du au traitement merci pour votre reponse
7405,neo,maladie de basedow il y a 18 ans traite au neomercasol pendant 10 ans puis plus rien il y a 6 semaine rechute amaigrissement tremblement fatigue perte d appetit effondrement de la tsh 0 0005 traitement a fort dosage apres 2 semaines peu d amelioration les tremblements demeurent ainsi que la perte de poids et une grande fatigue
7406,neo,debut avec 20mg puis 10 5 et maintenant 2 5 je diminue progressivement en suivant bien les resultats d analyses concernant le foie accord parfait avec l endocrinologue
7407,neo,neomercazole 20 depuis le mois de juin 2024 debut difficile nausees mal etre effets indesirables et apres 3 mois les taux sont revenus dans les normes je continue avec l espoir que j aille mieux car je sais qu il y a des rechutes de basedow et la maladie dure 12 a 18 mois c est complique j ai pense au lycope comme lu dans certains commentaires je garde en reserve pour voir avec le temps
7408,neo,reflux gastrique aussi
7409,neo,quand vous commencer a etre regler dans la norme n arreter surtout pas neomercazole d un coup il faut le faire progressivement a la fin meme casse le medicament en 4 et prend juste un tier et arreter progressivement jusqu a arret totale pour ne pas rechute dans les taux maintenant sa fait 5 ans que je ne le prend plus neomercazole 5mg mon taux est normal et plusieurs fois on voulais m operer donc garder espoir
7410,neo,hyperthyroidie heriditaire propranolol coeur zulmitriptan cephalees actuellement neo mercazoldepuis un mois sensation des yeux qui brules accelleration cardiaque fatigue angoisse prise de sang tous les10jrs tsh a 0 046 tranminases a 54u l reponse de l endo tous va bien
7411,neo,attention a surveiller au bout de 3 a 4 semaines j ai eu une reaction allergique en ayant de l urticaire
7412,neo,ce medicament m a provoque une crise de myasthenie grave et des myopathies en plus
7413,neo,bonjour je viens d avoir ce traitement au bout de combien de temps agit il svp merci
7414,neo,si au debut du traitement les effets indesirables sont trops genant pour vous n esitez pas a demander a votre medecin de ramener la prise du medicament a une dose de tolerance pour vous car ce medicament agit craiment sur l hypertyroidie meme si cela peut prendre un peut pkus de temps pour se retablir
7415,neo,je me sent mieux avec ce medicaments
7416,neo,j ai ete mise sous neo mercazole pour une hyperthyroidie qui depuis est devenue une hypothyroidie mais mon medecin ne veut pas changer le medicament il dit que tout rentrera dans l ordre tout seul
7417,neo,le neo mercazole me soulage beaucoup une prise reguliere sur 6 mois et je me sentais deja gueri malheureusement le medicament est tres difficile a trouver en cote d ivoire ma prise du neo mercazole est devenue intermittente consequence quand il y en a et que je prends sur 1 mois je me sens bien dans ma peau et quand j arrete la prise parce que je ne trouve pas le produit pendant 1 semaine je rechute j aimerai donc experimenter un autre traitement l iode radioactive je ne sais pas si ca sera possible mais bon je veux bien si possible l essayer
7418,neo,reflux gastric
7419,neoral,c est un traitement tres dur je le prends a forte dose depuis 6 mois et les effets secondaires sont tres dur pour moi mes analyses sanguines sont meilleures mais ma vie quotidienne est tres impactee j ai beaucoup de bourdonnements d etourdissements les jours ne se ressemblent jamais difficile de planifier quoique se soit
7420,neoral,j ai commencer en flacon liquide depuis qu il a etait en gelule sais plus facile a prendre
7421,neoral,25 ans que j en prend ca me soigne d un cote et me detruit de l autre
7422,neoral,depuis que j utilise ce medicament je me sens un peu mieux compare a avant
7423,neoral,je n ai pris cette saloperie qu une semaine et ca m a bien suffit les effets secondaires sont terribles acouphenes grande fatigue nervosite tremblements coeur qui s emballe et qui battait tres vite migraines et tete lourde et pour finir j ai fini p
7424,neorecormon,comme mon corps reagit bien a l aranesp je continue le traitement en 150 tous les 15 jours le nephrologue cherche une allure de croisiere pour que j aie le minimum de pics sur ma ligne taux d hemoglobine en tous cas plus de transfusions c est deja bien courage a tous marie sylvie
7425,neorecormon,le dosage 30 000 et le rythme chaque semaine ont ete presque trop efficace pour ne pas depasser un taux d hemoglobine de 12 injections tous les 15 jours traitement remplace par aranesp 300 qui par liberation prolongee doit donner un resultat plus stable
7426,nerisone,contraignant car il faut l appliquer sur les zones intimes en diminuant la frequence une fois le traitement arrete les demangeaisons reviennent en general 3 semaines ou un mois plus tard et il faut recommencer la cure
7427,nerisone,ayant mis trop de nerisone j ai commencais a faire une sorte d allergie ou je ne sais quoi cela me gratte enormemenent
7428,neulasta,bonjour grace a neulasta le traitement chimiotherapie a pu etre suivi correctement par mon conjoint sans ce facteur de croissance aplasie et neutrophelie tres invalidantes cependant il ne faut pas ignorer les effets indesirables qui surviennent dans les heures qui suivent l injection douleurs identitiques aux symptomes grippaux douleurs osseuses courbatures abbattement general assez lourd et qui s estompe en 4 ou 5 jours mais ces quelques jours de contraintes sont vites oublies l organisme est resistant au periode du nadir et les risques infectieux ecartes c est ce qui compte
7429,neupro,bonjour je prends du neupro 2mg depuis 15 jours y a t il des utilisateurs de se medicament ici
7430,neupro,bonjours je voudrais savoir si vous avez pris du poid avec ces patch neupro
7431,neupro,tonifiant mais depuis neupro 6 j ai des dermites epouvantables
7432,neupro,l emplacement brule mais ce n est rien par rapport a avant les jambes me brulaient jusqu a ce que je les masses avec de l eau de cologne
7433,neupro,c est peut etre efficace quand on n est pas trop atteint par la maladie de parkinson mais jusqu au ca peut aller
7434,neupro,bonjour pour mon compte medicament vraiment parfait pour les jambes sans repos du bonheur de pouvoir rester tranquille sans pb et de pouvoir voyager en voiture en tant que passager le seul pb et pas si petit que cela est que cela demange beaucoup et on se retrouve avec des marques rouges un peu partout sur les emplacements de pose pas tres esthetique pour s allonger sur une plage bon courage
7435,neupro,bonjour a vous tous ben malheureusement g les mm problemes que cuicui60 en faite ce sont ses commentaires qui m ont alertes ou secouees et fait reflechir sur ces nouvelles demandes excessive de mon corps demandes que je soupconnais mais que je ne comprenais pas au vue de mon age certain de 69 annees ouv alors peut etre que le denit me convenait j ajouterais que c est une situation tres tres difficile a supporter au quotidien ras la casquette bonne journee a vous tous
7436,neupro,reduction de 8mg a 4 mg dermites toujours presentes
7437,neupro,bonjour pour ma part etant un homme le neupro n ai pas adapte trop d effets tres indesirables et a des heures pas appropriees erections soudaines avec envies de rapports mais a voir si d autres patiens h ont le meme gros soucis
7438,neupro,gabapantine ordonne par mon neuro en version 300mg possibilite de monter a 1200 j ou n maxi prise de 900 mg 2 x 300mg 1h plus tard 300 1 seule fois cela m est arrive de passer a 900mg tres satisfait
7439,neupro,je prends du neupro 4mg depuis 6 ans sans probleme et sans trop me preoccuper de l endroit ou je l applique je change seulement de cote j ai remarque que si j oubliais de le mettre ou qu il se decollait je dors 1h voir 2h de plus
7440,neupro,risques d hallucinations a partir de 75 ans avec le 8mg
7441,neupro,demengeaisons et dermites sont les effets du patch
7442,neupro,comme pour l ensemble du traitement mp toujours contraignant pour respecter les horaires
7443,neupro,creer un tableau a partir du dessin avec les emplacement des patchs pour ne pas remettre trop rapidement le patch au meme endroit 15 jours d espacement entre deux poses
7444,neupro,medicaments tres efficaces pour mon syndromes des jambes sans repos mais au fil des mois demangeaisons j etais oblige de l enlever au bout d une dizaine d heures domage
